1	1	0
2	1	0
3	1	0
4	2	0
5	2	0
6	3	0
7	3	0
8	4	0
9	5	0
10	5	0
11	5	0
12	6	0
13	6	0
14	6	0
15	7	0
16	8	0
17	8	0
18	9	0
19	9	0
20	10	0
21	10	0
22	11	0
23	11	0
24	12	0
25	12	0
26	13	0
27	13	0
28	14	0
29	14	0
30	15	0
31	15	0
32	16	0
33	17	0
34	17	0
35	17	0
36	18	0
37	19	0
38	20	0
39	21	0
40	22	0
41	23	0
42	24	0
43	25	0
44	26	0
45	27	0
46	28	0
47	29	0
48	30	0
49	31	0
50	31	0
51	31	0
52	32	0
53	32	0
54	33	0
55	33	0
56	34	0
57	34	0
58	35	0
59	35	0
60	36	0
61	36	0
62	37	0
63	37	0
64	38	0
65	38	0
66	39	0
67	39	0
68	40	0
69	40	0
70	41	0
71	41	0
72	42	0
73	42	0
74	43	0
75	43	0
76	44	0
77	44	0
78	45	0
79	45	0
80	46	0
81	46	0
82	47	0
83	48	0
84	48	0
85	49	0
86	49	0
87	50	0
88	50	0
89	51	0
90	51	0
91	52	0
92	53	0
93	53	0
94	53	0
95	54	0
96	55	0
97	56	0
98	57	0
99	58	0
100	59	0
101	60	0
102	61	0
103	61	0
104	61	0
105	62	0
106	62	0
107	63	0
108	64	0
109	64	0
110	64	0
111	65	0
112	66	0
113	66	0
114	66	0
115	67	0
116	68	0
117	69	0
118	69	0
119	69	0
120	70	0
121	71	0
122	71	0
123	72	0
124	73	0
125	73	0
126	73	0
127	74	0
128	74	0
129	74	0
130	75	0
131	76	0
132	76	0
133	76	0
134	77	0
135	78	0
136	78	0
137	78	0
138	79	0
139	80	0
140	81	0
141	81	0
142	81	0
143	82	0
144	83	0
145	83	0
146	83	0
147	84	0
148	85	0
149	86	0
150	88	0
151	89	0
152	90	0
153	91	0
154	91	0
155	92	0
156	92	0
157	93	0
158	93	0
159	94	0
160	94	0
161	95	0
162	95	0
163	96	0
164	96	0
165	97	0
166	97	0
167	98	0
168	98	0
169	99	0
170	100	0
171	100	0
172	101	0
173	101	0
174	102	0
175	102	0
176	103	0
177	103	0
178	104	0
179	104	0
180	105	0
181	105	0
182	106	0
183	106	0
184	107	0
185	107	0
186	108	0
187	109	0
188	109	0
189	110	0
190	110	0
191	111	0
192	111	0
193	112	0
194	112	0
195	113	0
196	113	0
197	114	0
198	114	0
199	115	0
200	115	0
201	116	0
202	116	0
203	117	0
